name,nationality,dob,highest_rank,highest_rank_year,handed,turned_pro,fav_surface,last10_win,rank,points,rank_2023,win_loss_2023,win_loss_clay_2023,win_loss_hardcourt_2023,win_loss_indoor_2023,win_loss_grass_2023,win_loss_other_2023,rank_2022,win_loss_2022,win_loss_clay_2022,win_loss_hardcourt_2022,win_loss_indoor_2022,win_loss_grass_2022,win_loss_other_2022,rank_2021,win_loss_2021,win_loss_clay_2021,win_loss_hardcourt_2021,win_loss_indoor_2021,win_loss_grass_2021,win_loss_other_2021,rank_2020,win_loss_2020,win_loss_clay_2020,win_loss_hardcourt_2020,win_loss_indoor_2020,win_loss_grass_2020,win_loss_other_2020,rank_2019,win_loss_2019,win_loss_clay_2019,win_loss_hardcourt_2019,win_loss_indoor_2019,win_loss_grass_2019,win_loss_other_2019,rank_2018,win_loss_2018,win_loss_clay_2018,win_loss_hardcourt_2018,win_loss_indoor_2018,win_loss_grass_2018,win_loss_other_2018,total_win_loss,total_win_loss_clay,total_win_loss_hardcourt,total_win_loss_indoor,total_win_loss_grass,total_win_loss_other
"Vargas Gonzalez, Kelly Loana",Colombia,2004-11-27,,,Right,,Clay,10%,1331,1250,-,0/3,0/3,-,-,-,,1259,9/16,2/8,7/8,-,-,,-,0/4,0/4,-,-,-,,,,,,,,,-,0/1,0/1,-,-,-,,,,,,,,,9/24,2/16,7/8,0/0,0/0,
"Cooper, Orla",Great Britain,2003-02-05,,,,,,33%,-,-,2023,-,1/1,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/1,0/1,0/0,,
"Alcaraz, Carlos",Spain,2003-05-05,1,022,Right,,Clay,90%,2,-,-,30/3,20/2,10/1,-,-,-,1,57/15,26/4,21/6,5/3,3/1,2/1,32,48/19,22/7,15/8,10/3,1/1,-,141,44/7,29/7,10/0,-,-,5/0,492,18/10,15/8,3/2,-,-,-,1490,6/2,6/2,-,-,-,-,203/56,118/30,59/17,15/6,4/2,7/1
"Zucchini, Arianna",Italy,2003-07-10,,,,,,40%,670,686,-,5/6,1/4,4/2,-,-,,693,37/27,22/21,12/4,3/2,-,,1081,23/19,21/13,2/5,0/1,-,,-,6/7,1/1,5/5,0/1,-,,-,0/1,-,0/1,-,-,,-,0/1,0/1,-,-,-,,71/61,45/40,23/17,3/4,0/0,
"Istomin, Denis",Uzbekistan,1986-09-07,33,2012,Right,2004,Hard,30%,743,437,-,1/1,1/1,-,-,-,-,467,13/26,4/7,8/9,1/9,-,0/1,254,17/29,7/8,3/12,6/7,1/1,0/1,184,12/15,2/3,5/6,5/4,-,0/2,177,24/33,4/9,17/15,2/3,0/5,1/1,93,30/27,6/10,16/6,1/5,4/4,3/2,470/464,120/142,218/171,76/97,40/41,16/13
"Lansere, Sofya",Neutral,2000-09-29,243,.2020,Right,,Hard,40%,335,176,-,24/15,1/4,6/3,17/8,-,-,482,18/20,2/3,14/13,2/4,-,-,331,5/19,3/7,1/7,1/5,-,-,256,13/7,-,1/2,12/4,-,0/1,331,26/24,5/11,7/5,14/8,-,-,447,19/15,6/6,4/3,9/6,-,-,112/106,20/35,33/33,59/37,0/0,0/1
"Kyrgios, Nick",Australia,1995-04-27,13,2016,Right,2013,Hard,50%,26,56,,,,,,,,22,37/13,2/1,23/6,-,12/3,0/3,93,7/8,-,5/6,-,2/1,0/1,45,7/3,-,6/3,-,-,1/0,30,24/16,1/2,18/9,-,2/3,3/2,35,25/14,1/1,14/7,2/1,7/3,1/2,259/140,37/22,145/70,12/7,38/19,27/22
"Ponchet, Jessika",France,1996-09-26,119,.2023,Right,2011,,70%,119,150,-,26/11,7/3,4/2,15/6,-,-,165,35/26,8/3,18/13,6/7,3/3,-,197,30/19,4/3,22/11,4/4,0/1,-,244,10/12,0/1,2/4,8/6,-,0/1,190,36/29,6/5,11/11,17/10,2/3,-,239,30/21,3/6,18/11,9/4,-,-,291/188,80/53,122/71,84/56,5/7,0/1
"Helgo, Malene",Norway,1999-08-26,319,.2022,Right,,Clay,20%,329,405,-,2/9,0/1,0/2,0/3,-,2/3,319,32/21,16/14,1/3,12/4,-,3/0,348,33/19,26/10,1/4,3/5,-,3/0,542,15/7,13/6,2/1,-,-,-,586,31/22,17/12,9/7,3/2,-,2/1,794,27/18,19/7,5/6,3/2,-,0/3,176/116,113/61,18/23,32/24,0/0,13/8
"Palm, Nuppu",Finland,2007-02-12,,,,,,0%,-,-,2023,0/1,-,-,-,,,2022,-,-,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/1,0/0,0/1,0/0,,
"Bartakovics, Marcell",Hungary,1997-10-19,1277,0.2018,,,,40%,-,-,-,0/1,0/1,-,-,-,,-,5/8,5/8,-,-,-,,-,1/1,1/1,-,-,-,,-,0/1,0/1,-,-,-,,-,3/10,3/10,-,-,-,,1300,10/14,10/11,0/1,0/2,-,,34/52,34/48,0/1,0/3,0/0,
"Hisamatsu, Shiho",Japan,1979-07-04,143,.2006,Right,2004,Hard,10%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0/4,-,0/4,-,-,-,-,0/1,-,0/1,-,-,-,34/53,1/4,29/42,2/3,2/3,0/1
"Geiwald, Douglas",Sweden,1971-04-14,,,Right,,Hard,30%,-,-,,,,,,,,,,,,,,,,,,,,,,2020,-,0/1,-,-,,,2019,-,3/3,-,-,,,2018,-,0/6,-,-,,,0/1,5/15,0/0,0/0,,
"Davies, George",Great Britain,1995-04-25,1600,5.2016,Right,,Grass,20%,-,-,,,,,,,,-,0/4,-,0/3,-,0/1,-,-,5/15,1/2,2/5,-,-,2/8,-,6/10,0/1,4/6,2/3,-,-,-,3/16,-,0/12,3/4,-,-,-,12/11,-,7/8,5/3,-,-,79/131,3/16,47/73,21/28,6/6,2/8
"Dwi Kurniawan, Aldhito Ramadhan",Indonesia,2006-09-24,,,,,,14%,-,-,2023,-,1/2,-,-,,,2022,-,0/4,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0/0,1/6,0/0,0/0,,
"Ambrogi, Luciano Emanuel",Argentina,2003-11-19,,,Right,,Clay,80%,680,664,-,20/10,20/10,-,-,-,,793,29/14,29/13,0/1,-,-,,-,0/5,0/5,-,-,-,,,,,,,,,-,0/1,0/1,-,-,-,,,,,,,,,49/30,49/29,0/1,0/0,0/0,
"Radivojevic, Lola",Serbia,2005-01-02,,,Right,,Hard,50%,275,449,-,22/12,2/3,7/3,9/4,-,4/2,349,41/16,32/9,-,8/4,-,1/3,1359,3/5,0/3,3/2,-,-,-,,,,,,,,,,,,,,,,,,,,,,66/33,34/15,10/5,17/8,0/0,5/5
"Barreto Sanchez, Diego Augusto",Spain,2002-04-18,717,.2022,Left,,Clay,60%,-,-,2023,18/7,4/1,-,-,-,,2022,20/15,3/7,-,-,-,,2021,26/17,1/4,-,-,-,,2020,8/7,6/4,-,-,1/2,,2019,18/10,-,-,-,-,,2018,-,2/2,-,-,-,,90/56,16/18,0/0,0/0,1/2,
"Rodriguez, Cristian",Colombia,1990-06-24,362,.2018,Right,,Clay,20%,895,109,-,0/3,0/2,0/1,-,-,-,625,10/18,10/17,-,0/1,-,-,450,22/23,21/22,-,-,1/1,-,495,10/10,8/6,2/3,0/1,-,-,479,40/18,20/14,20/4,-,-,-,511,28/21,26/19,1/2,-,-,1/0,207/168,165/138,40/26,0/3,1/1,1/0
"Traskin, Henrik",Lithuania,1998-10-17,,,,,Hard,30%,-,-,,,,,,,,-,0/1,-,-,0/1,-,,1571,0/2,0/2,-,-,-,,1546,7/4,7/4,-,-,-,,-,1/7,0/1,1/6,-,-,,-,1/3,-,1/3,-,-,,31/70,24/40,7/25,0/5,0/0,
"Aggarwal, Parth",India,1997-12-22,,,Right,,,50%,-,-,2023,5/3,0/7,-,-,,,2022,1/5,5/12,-,-,,,2021,0/3,1/10,0/1,-,,,,,,,,,,2019,-,1/4,0/2,-,,,,,,,,,,6/11,9/39,0/4,0/0,,
"Pliskova, Karolina",Czech Republic,1992-03-21,1,017,Right,2009,Hard,50%,14,512,-,18/9,2/2,16/7,-,-,-,31,21/21,6/6,12/10,-,3/3,0/2,4,37/19,8/4,21/11,2/1,6/3,-,6,17/10,5/2,9/5,0/1,-,3/2,2,51/17,8/3,31/9,2/2,9/2,1/1,8,50/23,11/3,27/13,6/3,5/3,1/1,474/264,88/59,265/136,37/26,53/27,31/16
"George, Rupert",Great Britain,2004-11-12,,,Right,,Hard,14%,-,-,2023,-,-,0/1,-,,,2022,0/1,1/3,-,-,,,,,,,,,,2020,-,-,0/1,-,,,,,,,,,,,,,,,,,0/1,1/3,0/2,0/0,,
"Brigida, Omar",Italy,1999-03-23,,,Right,,,60%,1165,1420,-,13/7,-,13/7,-,-,,1205,10/17,1/4,9/12,0/1,-,,1091,20/14,1/2,19/12,-,-,,,,,,,,,,,,,,,,-,0/2,-,0/2,-,-,,44/42,3/8,41/33,0/1,0/0,
"Kalender, Admir",Croatia,2001-01-12,1016,1.2022,,,,30%,1027,1157,-,2/5,1/3,0/1,1/1,-,,1026,19/17,17/13,2/4,-,-,,1762,24/18,24/18,-,-,-,,1611,11/7,6/3,5/4,-,-,,1548,6/11,2/9,4/2,-,-,,-,0/3,0/3,-,-,-,,62/62,50/50,11/11,1/1,0/0,
"Sari, Fatih",Turkiye,2003-03-18,,,Right,,Hard,30%,-,-,2023,0/2,-,-,-,,,2022,5/11,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/13,0/0,0/0,0/0,,
"Bellis, Catherine",USA,1999-04-08,35,2017,Right,2016,Hard,80%,-,-,,,,,,,,,,,,,,,,,,,,,,133,18/8,1/2,17/6,-,-,,858,3/1,-,3/1,-,-,,130,12/7,-,12/7,-,-,,135/67,20/17,102/47,10/1,3/2,
"Vega Alvarez, Paul",Dominican Republic,2007-09-27,,,,,,25%,-,-,,,,,,,,2022,1/1,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1,0/2,0/0,0/0,,
"Kucmova, Aneta",Czech Republic,2000-05-23,358,.2022,Right,,Clay,40%,371,342,-,6/11,2/4,-,4/7,-,,383,36/13,28/9,-,8/4,-,,645,21/10,18/7,-,3/3,-,,1088,0/2,0/2,-,-,-,,1047,13/9,12/6,-,1/3,-,,-,12/12,7/7,-,5/5,-,,124/87,103/63,0/0,21/24,0/0,
"Garcia Mondelo, Carlos",Spain,1988-06-14,,,,,,29%,-,1488,2023,-,1/3,-,-,,,2022,-,1/1,-,-,,,2021,0/1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,2/4,0/0,0/0,,
"Jovanovic, Masa",Australia,1994-11-23,518,.2018,Right,2011,Clay,50%,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,6/8,2/2,3/5,-,1/1,,578,9/11,3/6,3/4,-,3/1,,98/86,31/25,59/53,1/2,7/6,
"Kros, Jason",USA,1997-07-03,,,,,,70%,-,-,,,,,,,,,,,,,,,,,,,,,,1519,4/2,-,4/2,-,-,,1755,14/12,3/4,8/7,3/1,-,,-,1/3,-,1/3,-,-,,20/19,3/4,14/14,3/1,0/0,
"Sugnaux, Tess",Switzerland,1995-03-03,413,.2017,Right,,Clay,70%,610,624,-,5/3,-,3/2,2/1,-,-,591,34/33,7/11,10/12,17/10,-,-,647,30/34,12/19,15/11,3/4,-,-,608,9/14,2/5,3/2,1/2,-,3/5,590,12/25,5/10,3/9,4/6,-,-,541,33/21,14/8,1/2,18/11,-,-,328/268,166/135,43/44,116/84,0/0,3/5
"Plipuech, Peangtarn",Thailand,1992-11-15,175,.2017,Right,2010,Hard,20%,339,143,-,9/13,0/1,7/9,2/1,-,0/2,344,22/22,0/3,19/14,3/5,-,-,375,5/10,0/2,5/7,0/1,-,-,283,5/5,-,5/4,0/1,-,-,298,39/31,2/2,35/24,1/4,-,1/1,281,25/27,2/2,21/22,1/2,-,1/1,239/222,7/12,215/170,12/27,2/5,3/8
"Baadi, Taha",Canada,2001-07-19,747,.2022,Right,,Clay,50%,853,-,-,1/1,-,-,1/1,-,,847,9/13,1/1,5/7,3/5,-,,916,7/4,0/1,3/1,4/2,-,,915,4/4,-,3/2,1/2,-,,976,9/11,0/2,9/8,0/1,-,,-,5/7,-,4/4,1/3,-,,44/49,2/6,26/25,16/18,0/0,
"Caripi, Vasilios",South Africa,1991-09-28,1580,8.2022,,,,20%,-,1730,-,1/6,-,1/6,-,-,-,-,6/13,-,5/10,0/2,1/1,-,2062,9/13,0/1,9/12,-,-,-,-,2/10,0/2,2/8,-,-,-,-,5/11,-,4/10,-,-,1/1,-,5/10,-,5/10,-,-,-,43/91,0/3,41/84,0/2,1/1,1/1
"Weng, Jing Long",Netherlands,2000-12-29,1538,9.2022,Right,,Hard,40%,1812,1847,,,,,,,,1814,7/11,5/8,2/3,-,-,,1656,9/18,2/7,5/7,2/4,-,,1722,0/3,0/1,0/2,-,-,,1667,5/7,5/5,0/2,-,-,,-,0/2,0/2,-,-,-,,21/41,12/23,7/14,2/4,0/0,
"Lazarevic, Andjela",Serbia,2005-06-20,,,Right,,,70%,-,-,2023,9/3,-,-,-,,,2022,13/10,-,-,-,,,2021,-,1/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,22/13,1/2,0/0,0/0,,
"Bychenko, Aya",Israel,2005-05-29,,,,,,30%,-,-,2023,1/3,-,-,-,,,2022,1/2,2/5,-,-,,,2021,-,1/4,-,-,,,,,,,,,,,,,,,,,,,,,,,,2/5,3/9,0/0,0/0,,
"Duckworth, James",Australia,1992-01-21,46,2022,Right,2010,Grass,60%,106,-,-,21/14,1/2,20/12,-,-,-,155,25/27,0/2,21/18,0/1,4/6,-,49,36/24,1/2,15/9,12/9,8/4,-,103,11/10,1/2,9/4,1/4,-,-,100,52/26,8/4,39/17,1/2,4/3,-,241,23/14,4/2,19/9,0/1,0/2,-,350/243,59/45,224/142,35/27,32/28,0/1
"Mihalikova, Tereza",Slovakia,1998-06-02,349,.2018,Right,2014,Hard,20%,-,50,-,0/1,0/1,-,-,-,-,1199,2/7,0/1,2/6,-,-,-,610,12/15,7/7,5/6,0/2,-,-,551,6/11,0/2,4/5,0/2,0/1,2/1,506,16/25,5/10,8/11,2/3,1/1,-,355,29/24,1/6,23/15,1/2,4/1,-,177/142,53/49,113/78,4/11,5/3,2/1
"Knutson, Gabriela",Czech Republic,1997-04-21,,,Right,,Hard,90%,307,331,-,24/8,0/1,10/5,14/2,-,-,469,34/20,5/4,14/8,13/5,-,2/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60/32,7/9,24/13,27/7,0/0,2/3
"Gonzalez, Alejandro",Colombia,1989-02-07,70,2014,Right,2006,Hard,50%,-,-,,,,,,,,814,8/6,5/3,3/2,-,-,0/1,433,28/27,23/20,5/7,-,-,-,448,13/7,10/6,3/1,-,-,-,466,29/28,21/19,4/7,3/1,-,1/1,-,25/29,2/7,16/15,5/7,-,2/0,330/310,210/194,104/93,8/9,1/6,7/8
"Bouzo Zanotti, Noelia",Spain,1999-09-06,647,.2023,Right,,Clay,40%,655,567,-,14/12,6/7,8/5,-,-,,721,27/26,23/19,4/7,-,-,,811,16/15,7/8,9/7,-,-,,857,14/8,6/5,8/3,-,-,,873,26/26,25/20,1/6,-,-,,-,17/19,16/16,1/3,-,-,,183/152,147/118,36/34,0/0,0/0,
"Vincent, Antoine",France,1998-06-01,,,,,,70%,1149,-,-,11/8,2/1,9/4,0/3,-,,1119,14/13,1/4,10/6,3/3,-,,-,9/8,-,6/4,3/4,-,,-,0/1,-,-,0/1,-,,,,,,,,,-,1/2,1/1,-,0/1,-,,37/35,4/6,26/15,7/14,0/0,
"Kashirin, Nikita",Neutral,2002-01-01,,,Right,,Clay,30%,-,-,,,,,,,,2022,1/1,0/2,-,-,,,2021,3/11,-,-,-,,,2020,-,1/2,-,-,,,,,,,,,,2018,4/4,-,-,-,,,8/16,1/4,0/0,0/0,,
"Loeb, Jamie",USA,1995-03-08,132,.2018,Right,2015,,40%,253,147,-,15/12,6/8,7/3,2/1,-,-,259,27/26,2/7,17/14,5/2,3/3,-,178,21/20,15/11,6/6,0/1,0/2,-,255,16/19,1/5,9/8,5/2,-,1/4,289,20/23,0/1,19/18,1/1,0/3,-,175,27/30,4/6,13/15,7/5,3/4,-,243/214,51/59,158/120,25/15,8/16,1/4
"Villar, Yeudy",Dominican Republic,2000-09-28,1266,2.2019,Right,,Clay,10%,-,-,,,,,,,,-,0/3,0/1,0/2,-,-,,,,,,,,,1430,1/3,-,1/3,-,-,,1276,14/16,6/5,8/11,-,-,,-,4/3,4/3,-,-,-,,21/29,12/13,9/16,0/0,0/0,
"Cuevas, Martin",Uruguay,1992-01-14,271,.2018,Right,,Clay,50%,632,385,-,8/8,7/7,-,-,-,1/1,457,30/23,29/21,0/1,-,-,1/1,503,14/15,14/13,0/1,-,-,0/1,484,14/14,8/9,6/4,-,-,0/1,522,15/20,15/19,-,-,-,0/1,326,43/30,42/28,-,-,-,1/2,307/215,285/190,13/11,0/0,0/0,9/14
"Pavlovic, Luka",France,2000-03-30,808,.2022,Right,,Hard,50%,1207,1160,-,0/1,-,0/1,-,-,-,1107,11/12,8/10,3/2,-,-,-,925,16/14,15/13,1/1,-,-,-,988,20/13,3/1,-,-,-,17/12,949,31/15,26/11,5/3,0/1,-,-,1206,8/23,3/12,3/7,2/4,-,-,132/110,100/77,12/14,3/7,0/0,17/12
"Makhorkina, Anna",Neutral,1997-06-30,858,.2016,Right,,Clay,10%,-,-,,,,,,,,,,,,,,,,,,,,,,1264,0/4,0/3,0/1,-,-,,1197,11/35,4/21,7/13,0/1,-,,-,18/29,14/21,2/3,1/4,1/1,,81/115,62/81,14/22,4/11,1/1,
"Kubler, Jason",Australia,1993-05-19,63,2023,Right,2011,Clay,50%,66,29,-,14/11,6/5,8/6,-,-,-,107,51/22,20/5,18/10,3/4,9/2,1/1,206,25/15,-,23/12,2/3,-,-,259,7/6,-,6/5,0/1,-,1/0,261,14/11,2/3,8/3,-,4/4,0/1,114,44/25,0/3,38/17,0/1,6/3,0/1,311/161,163/80,121/59,5/9,20/10,2/3
"Nam, Ji Sung",Republic of Korea,1993-08-15,236,.2019,Right,,Hard,40%,523,167,-,6/10,1/2,5/7,0/1,-,-,476,26/19,2/4,24/13,0/1,-,0/1,432,4/7,-,2/6,1/1,-,1/0,270,3/6,-,1/2,2/3,-,0/1,247,40/24,1/1,28/20,10/3,-,1/0,350,40/13,3/2,37/10,0/1,-,-,219/159,21/17,179/124,16/15,0/0,3/3
"Brunold, Mika",Switzerland,2004-10-02,,,Right,,Clay,60%,601,1861,-,10/6,-,2/2,8/4,-,,891,11/9,5/4,2/2,4/3,-,,-,3/4,0/2,-,3/2,-,,-,1/1,1/1,-,-,-,,,,,,,,,,,,,,,,25/20,6/7,4/4,15/9,0/0,
"Beloborodko, Illya",Ukraine,2001-05-07,652,.2022,Right,,Clay,60%,826,571,-,11/9,2/2,7/6,2/1,-,-,837,22/20,19/17,3/2,-,-,0/1,686,39/18,20/8,14/6,5/4,-,-,1323,8/5,1/1,7/4,-,-,-,1278,4/10,0/3,2/4,2/3,-,-,,,,,,,,85/66,43/34,33/22,9/8,0/0,0/2
"Briones Ginesta, Ariadna",Spain,2002-02-11,,,,,,30%,1209,-,-,2/5,0/2,2/3,-,-,,1173,6/13,5/10,1/3,-,-,,-,1/1,-,1/1,-,-,,-,2/4,2/4,-,-,-,,,,,,,,,-,3/5,3/4,0/1,-,-,,14/28,10/20,4/8,0/0,0/0,
"Wang, Yafan",China,1994-04-30,47,2019,Right,2014,Hard,60%,355,758,-,19/7,7/1,4/3,-,8/3,-,412,21/8,18/4,3/4,-,-,-,309,5/17,1/7,0/6,-,4/4,-,95,3/6,-,3/6,-,-,-,48,28/24,0/5,25/16,-,3/3,-,70,40/25,5/7,30/15,3/1,0/1,2/1,250/182,39/32,174/126,10/2,24/20,3/2
"Topalova, Gergana",Bulgaria,2000-02-22,301,.2023,Right,,Clay,50%,301,453,-,15/14,10/7,0/2,3/3,-,2/2,323,37/24,26/15,11/8,0/1,-,-,531,30/26,25/19,5/7,-,-,-,460,19/13,11/6,6/6,-,-,2/1,489,26/25,5/10,20/14,1/1,-,-,633,20/8,12/4,8/4,-,-,-,161/119,95/66,58/45,4/5,0/0,4/3
"Krstin, Pedja",Serbia,1994-09-03,159,.2016,Right,2011,Hard,30%,866,-,-,2/5,0/1,2/4,-,-,-,621,11/28,6/14,5/13,-,0/1,-,318,12/26,10/18,1/5,1/3,-,-,267,13/22,2/8,4/4,1/3,-,6/7,246,27/32,21/19,6/12,-,0/1,-,177,34/31,24/18,8/12,0/1,-,2/0,266/253,147/140,94/80,17/23,0/3,8/7
"Navarro, Emma",USA,2001-05-18,83,2023,Right,,Clay,80%,83,-,-,26/9,23/5,3/4,-,-,-,149,31/18,23/10,8/8,-,-,-,242,19/13,13/7,6/6,-,-,-,466,2/9,2/2,0/4,0/1,-,0/2,492,10/12,7/8,3/4,-,-,-,565,19/9,12/5,7/4,-,-,-,112/76,83/41,29/32,0/1,0/0,0/2
"Siddiqui, Amaan",India,2001-12-26,,,Right,,Clay,50%,-,-,2023,2/3,5/6,-,-,,,2022,2/7,1/10,-,-,,,2021,-,5/8,-,-,,,,,,,,,,,,,,,,,,,,,,,,4/10,11/24,0/0,0/0,,
"Moro Canas, Alejandro",Spain,2000-12-07,274,.2023,Right,,Hard,50%,309,474,-,18/14,8/7,7/5,3/2,-,,314,40/18,20/10,20/8,-,-,,620,35/16,5/8,30/8,-,-,,1225,2/2,2/2,-,-,-,,1199,16/13,16/13,-,-,-,,-,3/5,3/5,-,-,-,,117/71,57/48,57/21,3/2,0/0,
"Cekirge, Kuzey",Turkiye,2000-04-29,993,.2022,Right,,,50%,1081,1580,-,7/6,2/1,5/5,-,-,-,1101,39/17,28/9,11/8,-,-,-,1415,27/20,13/11,14/9,-,-,-,1312,15/11,4/5,6/3,-,-,5/3,1557,31/24,29/21,2/3,-,-,-,-,6/8,4/6,2/2,-,-,-,150/110,100/67,45/40,0/0,0/0,5/3
"Gill, Felix",Great Britain,2002-06-01,411,.2022,Left,,Clay,40%,574,752,-,10/10,4/5,5/3,0/1,-,1/1,472,31/21,24/13,1/2,5/3,1/3,-,603,33/19,32/17,-,-,1/2,-,1125,8/10,4/4,1/1,1/2,-,2/3,1667,3/2,-,-,3/2,-,-,-,3/1,-,3/1,-,-,-,88/63,64/39,10/7,9/8,2/5,3/4
"Klaffner, Melanie",Austria,1990-05-22,175,.2014,Right,2007,Clay,10%,922,403,-,1/4,1/3,-,0/1,-,-,822,13/16,12/13,0/2,0/1,-,1/0,585,14/13,14/10,0/3,-,-,-,523,2/3,1/1,1/1,-,-,0/1,523,41/26,19/16,20/9,0/1,-,2/0,600,26/22,15/10,5/7,4/3,1/1,1/1,240/173,131/98,90/56,8/12,5/2,6/5
"Kuczer, Daria",Poland,1999-02-26,915,.2019,Right,,Clay,40%,1216,822,,,,,,,,1188,10/10,0/1,10/9,-,-,,,,,,,,,1264,0/1,-,0/1,-,-,,1225,8/7,4/3,4/4,-,-,,-,22/14,11/6,8/5,3/3,-,,53/45,28/21,22/19,3/5,0/0,
"Cottino, Sandro",France,2001-08-01,,,,,,40%,-,-,2023,-,1/2,-,-,,,2022,0/1,10/6,2/2,-,,,2021,-,3/3,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/1,14/11,2/2,0/0,,
"Lukas, Tena",Croatia,1995-05-10,200,.2022,Right,2011,Clay,70%,222,357,-,16/13,11/7,-,5/6,-,-,239,40/29,39/24,1/4,-,0/1,-,332,11/28,11/20,0/2,0/6,-,-,260,18/12,2/2,0/1,6/7,-,10/2,273,27/20,27/14,0/1,0/4,-,0/1,269,34/27,31/17,0/1,2/6,-,1/3,321/239,278/172,10/15,20/44,0/1,13/7
"Ejupovic, Elmar",Germany,1993-02-01,273,.2023,Right,,Clay,40%,287,1286,-,20/18,8/7,4/5,8/6,-,-,326,46/28,32/19,4/2,10/7,-,-,397,34/25,23/17,1/2,10/6,-,-,494,31/10,2/2,-,16/6,-,13/2,538,29/19,11/10,-,18/9,-,-,406,41/23,26/14,0/1,15/8,-,-,336/231,153/120,27/26,143/83,0/0,13/2
"Putintseva, Yulia",Kazakhstan,1995-01-07,27,2017,Right,2010,Clay,40%,51,339,-,11/10,3/3,7/7,-,-,1/0,51,26/23,14/7,9/13,-,1/2,2/1,42,32/24,11/7,14/12,5/2,1/2,1/1,28,21/11,4/2,16/7,0/1,-,1/1,34,33/25,8/4,18/14,0/2,4/3,3/2,44,26/26,6/6,12/15,3/2,2/2,3/1,317/264,119/70,146/146,26/20,11/20,15/8
"Raicevic, Danilo",Montenegro,2003-01-20,,,,,,40%,-,-,2023,4/5,-,-,-,-,,2022,5/6,-,-,-,0/1,,2021,7/6,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,16/17,0/0,0/0,0/0,0/1,
"De Vroome, Indy",Netherlands,1996-05-21,177,.2014,Ambidextrous,2013,,30%,1195,-,-,0/1,-,0/1,-,-,-,643,5/11,1/2,4/3,0/4,0/2,-,249,12/24,1/6,0/6,10/11,1/1,-,197,8/14,0/4,3/5,5/4,-,0/1,209,53/14,18/6,26/5,9/2,0/1,-,-,1/2,-,1/1,0/1,-,-,173/148,38/43,77/54,46/37,12/13,0/1
"Kokkalis, Stelios",Greece,2006-09-27,,,,,,10%,-,-,,,,,,,,2022,-,2/9,-,-,,,2021,-,0/2,-,-,,,,,,,,,,,,,,,,,,,,,,,,0/0,2/11,0/0,0/0,,
"Butts, Skyler","Hong Kong, China",1993-09-18,1147,1.2017,,,,40%,-,-,,,,,,,,,,,,,,,,,,,,,,1621,3/2,-,3/2,-,-,-,1567,11/24,-,11/24,-,-,-,1152,25/25,-,24/25,-,-,1/0,85/91,0/0,83/90,1/1,0/0,1/0
"Wuarin, Pauline",Switzerland,1996-04-28,727,.2019,,,,20%,-,-,,,,,,,,-,0/1,0/1,-,-,-,,1354,1/3,0/2,1/1,-,-,,862,2/6,2/3,0/2,0/1,-,,826,14/22,4/14,10/8,-,-,,-,12/22,7/14,2/3,3/5,-,,38/79,20/54,15/18,3/7,0/0,
"Smith, Keegan",USA,1998-06-23,339,.2022,Right,,,60%,617,275,-,7/7,-,5/5,2/2,-,-,404,30/24,3/4,26/14,1/6,-,-,641,16/5,-,8/2,8/3,-,-,724,17/6,-,7/4,-,-,10/2,761,9/5,0/1,6/3,3/1,-,-,1743,12/6,-,12/6,-,-,-,114/65,3/5,85/45,16/13,0/0,10/2
"Graf, Dominique",Germany,1999-05-21,,,,,,60%,-,-,2023,7/5,3/4,-,-,,,2022,4/9,2/9,-,-,,,2021,12/16,-,3/6,-,,,2020,1/1,-,0/3,-,,,2019,5/9,-,-,-,,,2018,2/3,-,0/1,-,,,31/43,5/13,3/10,0/0,,
"Imamura, Saki",Japan,2002-04-16,,,Right,,Hard,50%,503,271,-,10/13,-,8/11,1/1,1/1,,501,37/21,-,35/20,-,2/1,,1061,24/14,4/4,20/10,-,-,,-,8/4,8/4,-,-,-,,-,0/3,-,0/2,0/1,-,,-,0/1,-,0/1,-,-,,80/57,12/8,63/44,2/3,3/2,
"Baranov, Sophia Natalya",USA,2004-02-07,,,,,,22%,-,-,,,,,,,,2022,0/2,-,0/1,-,,,2021,2/2,0/1,0/1,-,,,,,,,,,,,,,,,,,,,,,,,,2/4,0/1,0/2,0/0,,
"Paukstyte, Patricija",Lithuania,2004-09-13,,,Right,,Hard,60%,1000,651,-,10/9,8/5,0/2,0/2,-,2/0,1092,13/8,1/3,9/4,3/1,-,-,-,1/1,-,-,1/1,-,-,,,,,,,,,,,,,,,,,,,,,,24/18,9/8,9/6,4/4,0/0,2/0
